Unnamed: 0,unique_id,big_score,small_score,txt,review_words,review_lenth,区位,餐饮,房间设施,娱乐设施,店内设施,服务,风格化,安全,卫生,价格
1029,1465085,['s3'],"['s3', 's4', 's4', 's5']","['服务', '一般', '位置', '很好', '设施', '很好', '卫生', '非常好']",['说实话，因为要到附近办事，否则肯定不会选择这家酒店，酒店的位置还不错，楼下有个真功夫，其他就没有什么吃的了，订的房间在地下一层，房间很多，肯定是没有窗户了，所谓的窗户就是一个摆设，房间灯光很暗，要开很长时间才能亮些，不知道是不是长期没人住的节奏，房子有一点点霉味，洗手间外墙的角落墙纸都起来了，最可气的是这家酒店竟然是收费Wi-Fi，还真是没有见过这样的酒店，总体来说装修有点旧了，没有外窗，北京的酒店确实都不便宜，但是上次住在附近的速8就要好多了，下次不会再选择住这样的酒店，感觉自己好落魄啊！'],252,2,0,3,0,0,0,0,0,3,2
1030,651247,['s2'],"['s3', 's3', 's2', 's2']","['卫生', '一般', '服务', '一般', '隔音', '差', '安全', '差']",['竟然没有浴巾，幸亏自己带了毛巾，然后 浴室没有干湿分离，感觉洗脸台随时会崩的样子，然后你房卡抽开了，房价也不会断电，衣架少，里面绕来绕去，只能说一分钱一分货吧，然后没有电吹风，简直不能忍啊，牙刷掉毛哈哈'],105,0,0,3,0,0,0,0,0,0,2
1031,1257832,['s5'],"['s5', 's5', 's5', 's5']","['服务', '非常好', '位置', '非常好', '设施', '非常好', '卫生', '非常好']",['客房非常干净 设施都很新 床也挺舒服的 房间宽敞 服务人员也很专业 微笑服务'],42,0,0,1,0,0,1,0,0,1,0
1032,227653,['s5'],"['s5', 's5', 's5', 's5']","['卫生', '非常好', '服务', '非常好', '位置', '非常好', '设施', '非常好']",['酒店地理位置很好，离各个景区也近，前台服务也好，以后再去北京还是入住他们家😁😁'],43,1,0,2,0,2,1,0,0,0,0
1033,543379,['s5'],"['s5', 's5', 's5', 's5']","['服务', '非常好', '位置', '非常好', '设施', '非常好', '早餐', '非常好']",['总体来说酒店很满意，尤其饭菜很和口味！！！再说酒店环境除了装修布置过于硬朗之外，布置也过于简单。因为新装修的缘故一进门有股木质家具的味道！但酒店大厅很气派，门童很热心！！连住了两家酒店，这个酒店稍逊于远通维景酒店，如果没啥个人爱好的客人还是可以选择。'],129,0,1,3,0,1,1,3,0,0,0
1034,543377,['s4'],"['s4', 's4', 's4', 's4']","['服务', '很好', '位置', '很好', '设施', '很好', '早餐', '很好']","['酒店是20多年前的老酒店了，设施有点成就，就性价比来说还凑合。地理位置还算方便，周边有几个馆子，甚至还有庆丰包子铺。', '酒店设施有点老了，但是追溯到20多年前，这个配置还是很顶级的了。', '服务还是不错的，基本上一般的服务都能满足。', '卫浴间的设计很容易在淋浴时把水溅出来']",145,1,0,2,0,0,1,0,0,0,2
1035,1334922,['s5'],"['s4', 's5', 's5', 's4']","['卫生', '很好', '服务', '非常好', '风格', '非常好', '安全', '很好']",['客栈距离景区近很方便，没开车的主人也管接送，房间装修也很有特色，唯一不足的是我们入住的房间特别小，卫生间也小，床上用品都是在院子里晾晒的应该是干净的只是我习惯用自带的东西，重点客栈服务很好很热情周到，整体入住感受是很好的，价格也不贵，会推荐朋友去的'],128,1,0,2,0,2,1,1,0,0,1
1036,1566830,['s4'],"['s4', 's4', 's4', 's4']","['卫生', '很好', '服务', '很好', '风格', '很好', '安全', '很好']",['位置在胡同里，不是太好找，卫生干净，很正规，网上预订方便还优惠，吃饭也方便，很满意。'],46,2,1,1,0,0,0,0,0,1,0
1037,1298909,['s5'],"['s5', 's5', 's5', 's5']","['卫生', '非常好', '服务', '非常好', '风格', '非常好', '安全', '非常好']",['环境不错，全景房太满意啦，还会再来'],21,1,0,1,0,0,0,1,0,0,0
1038,534039,['s5'],"['s5', 's4', 's4', 's5']","['服务', '非常好', '位置', '很好', '设施', '很好', '卫生', '非常好']",['前台态度很好，酒店是在去哪儿网订的，开始酒店找不到订单，他们说可能是落单，就先办理了入住。除了房间小了一点，其他都可以。'],64,0,0,2,0,0,1,0,0,0,0
1039,1369884,['s5'],"['s5', 's5', 's5', 's5']","['卫生', '非常好', '服务', '非常好', '风格', '非常好', '安全', '非常好']",['老板非常热情，古北水镇的夜景美不胜收，一定要住一晚上再走，出门在外一定要干净，这个房间卫生非常干净，洗漱用品一应俱全，环境很好，房间很新，非常愉快的旅行'],80,0,0,1,0,2,1,0,0,1,0
1040,106281,['s1'],"['s1', 's1', 's1', 's1']","['卫生', '糟糕', '服务', '糟糕', '风格', '糟糕', '安全', '糟糕']","['怎么说来着，怎一个差字了得……', '在北京这个*地方，人口流动大，北京人**技术高超，再加上许多人素质偏低，上当受骗是难免的……最大优点还是价格相对便宜一点点', '奉劝各位木要谈便宜，后悔都来不及', '前有左右垃圾收理站，后有垃圾基地……']",126,3,0,2,0,2,0,0,0,0,2
1041,1394456,['s5'],"['s5', 's5', 's5', 's5']","['卫生', '非常好', '服务', '非常好', '风格', '非常好', '安全', '非常好']",['带俩宝去古北水镇玩，选择了长城脚下的龙湖长城源著爱依休闲度假公寓，地理位置很好，离景区入口很近，房间楼层也很棒，晚上能看到水镇和长城夜景，宝贝玩儿的很开心，老板娘服务细心周到，很满意，下次还会选择爱依'],104,1,0,1,0,0,1,0,0,0,0
1042,1114515,['s5'],"['s5', 's5', 's5', 's5']","['卫生', '非常好', '服务', '非常好', '隔音', '非常好', '安全', '非常好']",['推荐飘HOME，绝对物超所值，这是我在北京住过的性价比最高的连锁酒店，没有之一。首先交通很便利，虽然要走一小段路才能到达公交和地铁站，但是可以直达西单，天坛等繁华商业街和公园，出门就有一个老五烤肉，想品尝老北京味道的同学不用打老远跑去聚宝源排长队，省事省力又省心，味道也很赞。附近就有稻香村和义利食品，想带特产的同学也不用去商业街的店面挨宰，并且还不一定买到真货，这个社区店都是北京土著自己买来吃得，人相对商业街店面的少，价格还亲民，东西也绝对保真，虽然是地下室，但是一点不闷，暖气也很给力，根本用不着开空调，浴室的水必须要赞一个，水压足，水流大，温度不要太舒服，寒冷的冬天在外面玩一天，晚上回来洗个热水澡简直舒服极了！！！床单很干净，床也很舒服，感觉是1.8米的床，反正比1.5的宽，卫生很干净，西站店的电视是液晶的，不过对我来说无所谓，CRT或者液晶都OK只要频道能收到，清晰就行，又不是特意来看电视的，还带早餐，这个比同类连锁做得好，早餐种类也算丰富，吃饱了出门玩耍也有力气，洗手池超大，热水也给力，冷热转换只需几秒钟，，一次性拖鞋和重复使用的都有，随意选择，方便住客，总之性价比特别高，还会选择继续入住。'],510,1,1,1,0,0,0,0,0,1,1
1043,674346,['s5'],"['s5', 's5', 's5', 's4']","['服务', '非常好', '位置', '非常好', '设施', '非常好', '早餐', '很好']",['总台很完美的给了一间顶楼景观房 ，真是太惊喜了！古色古香的房间 大窗户外面就是故宫 ，人民大会堂 ，天安门广场和国家博物馆……走去看升旗只有十分钟的路程 很方便！下次再来北京 还会来入住的🌟🌟🌟'],101,1,0,1,0,2,0,1,0,0,0
1044,1175010,['s3'],"['s3', 's4', 's4', 's3', 's3', 's4', 's3', 's4']","['餐饮服务', '一般', '服务质量', '很好', '位置交通', '很好', '设备设施', '一般', '性价比', '一般', '位置交通', '很好', '设备设施', '一般', '服务质量', '很好']","['4.29-5.1日住宿，住的标准间，248元一晚，双层玻璃窗户，隔音非常好，但窗户外面就是邮政集散中心，邮政车非常多，外面非常吵，空调室外机也噪声大。只有关窗开空调喽。', '此酒店地理位置非常好，就在北京站对面，出门就是地铁口，交通方便。', '服务也不错，住了3晚，每天都给打扫房间，洗手间还提供针线包等物品，挺人性化的。', '酒店3楼提供自助早餐，18元每位，环境好，品种多，吃的也非常不错，比酒店两侧永和豆浆等店要实惠得多。但只提供早餐哦，早6：30-9：30为营业时间。吃完饭还可在餐厅打打台球，老外也提多。', '午餐，晚餐可在酒店对面恒基商场地下一层美食城，商家众多，菜品实惠，口味好。', '中午退房提供免费行李托管服务，这对晚上赶火车的游客非常方便了。']",340,1,1,1,1,2,1,0,0,0,0
1045,1432689,['s5'],"['s5', 's5', 's5', 's5']","['卫生', '非常好', '服务', '非常好', '风格', '非常好', '安全', '非常好']",['酒店很干净，服务人员很热情，特别是前台**'],25,0,0,1,0,0,1,0,0,1,0
1046,333790,['s5'],"['s5', 's4', 's5', 's4']","['服务', '非常好', '位置', '很好', '设施', '非常好', '早餐', '很好']",['酒店位置离天安门广场不算太远，出门右转是东交民巷，沿着一直走就到了，大概要走十几分钟的样子，离地铁站走路也要大概十几到二十分钟左右，不算太近也不是太远，还可以接受吧。酒店是公安部的，进大门就要登记，有卫兵把守，每次进门都要刷房卡才可以，从大门到酒店有一段路程，不算近，感觉至少要走七八分钟吧。酒店大厅很气派，客房也很干净，宽敞，总体很好！早餐58一位，吃了一次感觉不是太值，菜品不够丰盛，倒是餐厅前面的空中花园修得不错，从客房就可以看到，很漂亮，相当于园景房了哈哈，服务也很好，都很礼貌的问好，总体挺满意的'],257,1,2,1,0,1,1,0,1,0,0
1047,1171722,['s5'],"['s5', 's5', 's5', 's5']","['服务', '非常好', '位置', '非常好', '设施', '非常好', '早餐', '非常好']","['周边环境非常安静 很适合休息 有游泳池 健身房 Spa馆', '早餐很好吃也很丰盛 服务人员相很有礼貌 房间环境干净整洁还细心放了加湿器和空气净化器 性价比很高']",84,1,1,1,1,1,0,0,0,1,1
1048,1506921,['s5'],"['s5', 's5', 's5']","['服务', '非常好', '位置', '非常好', '设施', '非常好']","['特意住了5晚才过来评分的，前台接待服务很好，还帮忙免费升级了商务房，小孩超喜欢的，还有个非常可爱的机器人帮忙引路，送房卡，还会跟你交流，对答，很好玩呢，很赞！', '地理位置方面，离地铁站也算近吧，走一段路就到了，酒店的对面的首都博物馆，过条天桥就到了，而且还是免费参观的，很方便，也有很多东西看。酒店旁边就有商场超市，我们的手信也是在那家超市买的，给小朋友买的水果也是可以在超市里买到，实在是方便喔！有点美中不足的就是水质问题，也许是整个北京的水质都是如此的了，但是酒店还是很积极帮忙解决的，谢谢你们。', '还有就是早餐超贵的说，一位要100多，比午餐晚餐的自助餐都要贵喔，要是以后酒店能够推出含双早的优惠房晚就更好了，哈哈哈哈哈哈哈哈哈哈。也特意试了一下酒店的晚餐自助餐，东西还是不错的，虽然选择不多，但是出品还是可以的。如果下次来北京，估计还是会选择这个酒店的，也会推荐同事亲友选择这家酒店的，因为真的性价比蛮高的，要是能含早餐的话那就更高了']",429,1,2,2,2,2,1,0,0,0,1
1049,1312981,['s5'],"['s4', 's5', 's4', 's5']","['卫生', '很好', '服务', '非常好', '风格', '很好', '安全', '非常好']",['说真的  第一来北京就是住这，小型的四合院，挺干净的 。地铁站南锣鼓巷里面，外面南锣鼓巷一条非常多精品美食的街道。地理位置非常好。真的下次一定再订这。地铁站属于一环附近，去天安门，王府井，鬼街，雍和宫都非常方便。'],110,1,0,2,0,1,0,0,0,1,0
1050,1148030,['s3'],"['s2', 's3', 's2', 's2']","['卫生', '差', '服务', '一般', '风格', '差', '安全', '差']","['不是宾馆，是旅社，上世纪八十年代那种。唯一的优点是地段好，生存不易，不多说缺点了。', '对了，老板会找机会拿你手机，“帮你”把好评点掉。。。']",75,1,0,3,0,3,3,0,0,0,0
1051,436671,['s5'],"['s5', 's5', 's5', 's5']","['卫生', '非常好', '服务', '非常好', '风格', '非常好', '安全', '非常好']",['在网上看到评价心里特忐忑，来到酒店门口女儿心里也直打鼓，但进到店内整体感觉焕然一新，前台接待特热情也特细心，房间既干净又整洁，整体环境比较好，很清净，暖气热水全天供应。周围的交通也很便利，唯一就是吃的要远点。女儿都为我的选择点赞！'],119,2,0,1,0,1,1,0,0,1,0
1052,596874,['s5'],"['s5', 's5', 's5', 's5']","['卫生', '非常好', '服务', '非常好', '风格', '非常好', '安全', '非常好']","['环境是非常非常不错的。', '卫生条件:不得不顺做的很到位，干净的卫生间，干净明亮的厨房，干净的卧室。', '配置:配置了洗衣机，冰箱，微波炉，让人感到回家的感觉，舒服的不得了。比起那些经济型连锁酒店不知道好多少倍去了。', '空调:我住的这间屋子不仅仅配了暖气，还配置了三台空调。真贴心。', '洗漱用品:用的是两面针旅行装，没用完可以带走，下次旅游可以方便使用。', '拖鞋:配置了男式和女士拖鞋，还配置了一次性拖鞋。总之真的很贴心。', '安全:在外出差最重要的是安全，这里有保安严格把守，让人舒心。', '发票:因为是特价房，没有发票。在五道口这个价算成本价吧，没有，我能理解。', '我之前住全季北京学院桥店，320只能住地下室，想着都伤心，连网都没有。但是这里网络非常好。']",346,2,0,1,0,0,0,0,1,1,2
1053,70888,['s5'],"['s5', 's5', 's4', 's5']","['卫生', '非常好', '服务', '非常好', '风格', '很好', '安全', '非常好']","['地理位置很好，设施，卫生，交通都很到位，尤其是地铁站很近出行很方便！交通方便,环境优雅,价格优惠,干净卫生，条件舒适,档次较高,房间宽敞,出行方便等等，人性化的管理   感受到如家庭般的舒适与温暖      服务周到与贴心。']",116,1,0,1,0,1,1,0,1,1,0
1054,1165310,['s5'],"['s5', 's5', 's5', 's5']","['卫生', '非常好', '服务', '非常好', '隔音', '非常好', '安全', '非常好']","['第一次入住飘home酒店，十一限行，车站打车到酒店大概20左右，距离还可以，位置也很显眼。距离王府井非常近，步行5分钟即可到王府井。步行10分钟可以到天安门，故宫，距离也是非常不错的，毕竟在北京这个拥堵的城市可以近距离步行，减少等车和坐车的时间对旅客来说是必要的。酒店的设施设备很简洁，房间卫生比较干净。前台服务态度热情，不过建议提高高峰接待能力以及外宾接待能力！我去的时候大概是3家人办理入住，有一位外国游客，但是前台办理入住非常之慢。', '对话需要借助手机翻译，建议在旅游高峰期，尤其是入住高峰增加前台人手，以便客人能够快速入住。客房人员早上打扫卫生，没有敲门直接刷卡，刷了两次为刷开后走了。没有敲门！！我刚开始以为是前台房卡重复了呢，怎么能在入住的时间内有人刷我房间的卡呢？希望酒店可以改善，毕竟对我们这样在住期间被刷房门来说是一件很惊慌的事情，有点吓人了！还好我有反锁……不过总体来说，无论是具有还是逛街都是首选，周边旅行社、餐饮、超市离得都很近，出行也方便。以上只是本次个人的入住意见，大家仅供参考，也希望下次入京还能选择贵酒店，也希望以后的服务能够比现在更好，感受真正的宾至如归的感觉啦！！！']",507,1,0,1,0,2,2,0,2,1,0
1055,1389004,['s5'],"['s5', 's5', 's5', 's5']","['卫生', '非常好', '服务', '非常好', '风格', '非常好', '安全', '非常好']",['这家酒店入住后感觉不错，关键很好，设施齐全，干净整洁！'],31,2,0,1,0,1,0,0,0,1,0
1056,1054552,['s5'],"['s5', 's5', 's5', 's4']","['卫生', '非常好', '服务', '非常好', '风格', '非常好', '安全', '很好']","['卫生间不大够用，下水很快并且抽风效果好得出奇', '在炎热的夏季有个冰箱真是太爽了，我们一来就买了水果和酸奶冻在冰箱里，入住体验和家里一样', '有阳台，洗了衣服2-3小时就干了。', '知道我们带了小孩子，特意换了童趣的床单。接待人鸿雁大姐太热情了，想着带着三岁的小孩不好住，还特意给我们升级成四人间。有什么问题都帮你想到。是我入住的酒店中接待最热情的。必须点赞。']",187,0,0,1,0,0,1,0,0,0,0
1057,1268123,['s5'],"['s5', 's5', 's5', 's5']","['卫生', '非常好', '服务', '非常好', '风格', '非常好', '安全', '非常好']",['该酒店属于酒店式公寓，在小区里面，有天然气，冰箱，洗衣机等，非常方便。'],39,2,0,1,0,0,0,0,0,0,0
1058,1336719,['s5'],"['s5', 's5', 's5', 's5']","['卫生', '非常好', '服务', '非常好', '风格', '非常好', '安全', '非常好']",['临时起意自驾去的古北，在途中才开始看酒店，预定之后，店家小哥哥会主动打来电话告知地点，还将办理入住的方法，在哪个房间，房间密码，停车场等信息以短信的形式发到手机上。进小区之后有看门的两个叔叔核查身份，让人觉得住宿很放心，安保措施好。住宿环境不错的，屋里很干净，还有洗衣机，还有电磁炉，有条件的可以带东西自己做饭，我们走的充满没有带东西，晚饭是在古北里解决的。哦，这家不是在古北里，而是在镇外进出是需要花钱买门票的。站在阳台上可以看到远处的上，到夜晚还能亮灯看见司马台长城……'],241,1,0,1,0,0,1,0,1,1,0
1059,1300323,['s5'],"['s5', 's5', 's5', 's5']","['卫生', '非常好', '服务', '非常好', '风格', '非常好', '安全', '非常好']",['临时办签证在网上订的店，没有来得及拍卧室照片！酒店环境非常好，在世贸天阶旁边，购物吃饭非常方便！酒店是密码锁，出入都很方便！酒店提前打电话咨询入住时间，住的很舒适，整体都很好！5楼外还有平台，很不错的一次入住体验！'],111,1,0,1,0,2,0,0,1,0,0
1060,1048465,['s4'],"['s5', 's5', 's5', 's4', 's5', 's4']","['环境卫生', '非常好', '位置交通', '非常好', '设备设施', '非常好', '服务质量', '很好', '周边环境', '非常好', '性价比', '很好']",['基本跟服务员没有什么接触，就登记，还有寄存行李，服务态度还可以，稍嫌冷漠。房间干净，没有一次性洗漱用品，隔音还可以，就是旁边开门关门的声音可以听到，设施比较新，地理环境很好，出行很方便'],96,1,0,2,0,0,2,0,0,1,0
1061,814771,['s1'],"['s1', 's1', 's1', 's1']","['卫生', '糟糕', '服务', '糟糕', '隔音', '糟糕', '安全', '糟糕']",['一二楼太差了，估计是20年前的装修，什么都是破的，不值这个价钱！'],36,0,0,3,0,0,0,0,0,0,0
1062,1414632,['s5'],"['s5', 's4', 's4', 's5']","['卫生', '非常好', '服务', '很好', '风格', '很好', '安全', '非常好']",['位置很好找，自主入住，没有看到服务人员，房间还是很干净卫生'],33,1,0,1,0,0,2,0,0,1,0
1063,1573207,['s4'],"['s4', 's5', 's4', 's4']","['卫生', '很好', '服务', '非常好', '风格', '很好', '安全', '很好']",['北京聚贤贵都宾馆价格经济优惠，地理位置较方便，房间整洁无异味，唯独厕所马桶有些黄色污渍，凭着眼不见为净的心理就没拍照片，入住建议打开窗户通通风，毕竟是刚整理出来的房间，前台服务周到，整体评价良好，下次再来北京，还会再次选择北京聚贤贵都'],121,1,0,2,0,0,1,0,0,2,1
1064,1257460,['s5'],"['s5', 's5', 's5', 's5']","['卫生', '非常好', '服务', '非常好', '风格', '非常好', '安全', '非常好']",['挺新颖的的酒店经营模式，里面很像一个大的宿舍，有洗澡的，有厕所，有公共活动区，可以看投影电视，电影，有高座椅。就是像大学宿舍的样子，但是，如果你睡觉比较轻，体验就比较差，除非你们大部队都住一个屋。周围吃的地儿一般，交通还可以。'],117,2,0,2,2,2,0,0,0,0,0
1065,723364,['s1'],"['s1', 's1', 's1', 's1']","['卫生', '糟糕', '服务', '糟糕', '风格', '糟糕', '安全', '糟糕']",['浴巾都买不起吗？这啥玩意儿，一晚也两百多阿，房间大概12平米，除了一个破桌子一个电视一个床啥都没有。卫生差，我们开了两个房间，其中一间刚退房，结果不管被套就让我们住，说没被套换，你是来搞笑的吗？当着客人面都这样。'],110,0,0,3,0,0,3,0,0,3,3
1066,1207286,['s5'],"['s5', 's5', 's5', 's5']","['卫生', '非常好', '服务', '非常好', '风格', '非常好', '安全', '非常好']",['孩子放假，老太太在家没事就准备带他们出去玩玩，列了几个地方西安，北京，三亚。最终经过投票选择去北京，然后就是在网上订火车票，找酒店，看点评找到这家公寓，来到后在北京这寸土寸金的地方这个价位，这个环境真心实惠，卫生也不错天天都有阿姨打扫，服务也好一个电话缺啥就立马给你送来，再来说说安全办完手续后给两张门禁卡，上电梯必须刷卡每层都需要，这样就不怕陌生人上错楼层，这样安全就有很好的保障，反正这次很不错'],203,0,0,1,0,0,1,0,1,1,1
1067,70927,['s4'],"['s4', 's4', 's4', 's4']","['卫生', '很好', '服务', '很好', '风格', '很好', '安全', '很好']","['卫生还算不错。服务可以，小孩把床单尿了，立马过来给换了。位置可以，虽然不在主街，出门几百米就是建国门地铁，去北京站步行10分钟多一点。房屋隔音可以，不临主街，所以没啥噪音。特色是车站近地铁近。', '卫生间的整体浴室，非常的小，总体来说不错。安全还不错，毕竟是北京，外面都是警察。']",144,1,0,2,0,0,1,0,1,2,0
1068,1133090,['s5'],"['s5', 's5', 's5', 's5']","['卫生', '非常好', '服务', '非常好', '风格', '非常好', '安全', '非常好']",['房间大，安静，环境优美，可惜没有泡温泉♨️，去哪儿团购带来的好处，可以优惠价格享受.'],46,1,0,1,2,0,0,0,0,0,1
1069,1448024,['s5'],"['s5', 's5', 's5', 's5']","['卫生', '非常好', '服务', '非常好', '风格', '非常好', '安全', '非常好']",['非常好的入住体验，在昌平主城区的随园小区里面，房东大哥非常热心，到达时主动到外面去接我们，引导到了停车位，住进来后热心讲解各个房间和设施的基本情况，当天我们到得很晚，大哥一直等着我们，第二天孩子去十三陵感冒了，大哥非常热心拿来了薄毯子，很关心孩子的情况，一家人就好像住在自己家里一样，老人和孩子都非常喜欢，我们还自己做了丰盛的早餐，小区出门右手就有一个大型超市，非常方便，离十三陵景区就几公里，看完还可以去奥特莱斯，孩子说下次来还要住在这里，感谢房东大哥的热心帮助！'],237,1,0,2,0,0,1,0,0,0,0
1070,187198,['s3'],"['s3', 's3', 's4', 's4']","['卫生', '一般', '服务', '一般', '风格', '很好', '安全', '很好']",['房间比较小，打开行李箱拿东西不太方便，卫生一般，刚到时桌子好多灰尘，热水壶里面也很脏，洗了4-5遍才没有白色的脏东西，住了几天，不是每天都来搞卫生的，空调也不给力，老是不暖，每晚都要叫前台来弄，不过这里地理环境还不错'],112,1,0,3,0,2,0,0,0,3,0
1071,1348159,['s5'],"['s5', 's5', 's5', 's5']","['服务', '非常好', '位置', '非常好', '设施', '非常好', '卫生', '非常好']",['房型不错，位置很好，离南锣鼓巷钟鼓楼都很近'],25,1,0,1,0,2,0,0,0,0,0
1072,1250230,['s5'],"['s5', 's5', 's5', 's5']","['服务', '非常好', '位置', '非常好', '设施', '非常好', '卫生', '非常好']",['服务很好，有需求随叫随到，设施也很新，交通便利，对于这个价位已经非常不错了，就隔音稍微差了点，还会入住。'],56,0,0,2,0,2,1,0,0,0,1
1073,250891,['s5'],"['s5', 's5', 's5', 's4']","['卫生', '非常好', '服务', '非常好', '风格', '非常好', '安全', '很好']","['骑车过地道\xa0通清华东门＆三联', '出小区有24hrs店＆快递柜', '（千元机 夜景渣 望见谅）', '住了几天 晚上临时来的那位 狠不好相处', '提前来看的同住\xa0因隔断能听到些声音 一哥们放Jay Zhou 一女生放舌尖 相处愉快', '卫生间属同类型中 管理和打扫较专业的', '脏 是和生人合用 心理因素 吧', '选址有眼光 愿再来']",182,1,0,2,0,0,0,0,0,1,0
1074,362577,['s5'],"['s5', 's5', 's5', 's5']","['卫生', '非常好', '服务', '非常好', '隔音', '非常好', '安全', '非常好']",['从南苑机场打滴滴快车只有3公里左右，行车9分钟就到门口了，车费不到15元，很经济划算，只是我入住的102房有新装修的味道，空调有点噪声，房间没拖鞋～夏天的衣服，头天晚上洗了，第二天就能穿，很赞哦……也不知道是不是我入住酒店太晚了，所以热水供应不是很足，房间虽然不大，但是床够大，躺床上就睡着了，房间应该是最近半年有装修过，很干净整洁，wifi信号也不错，对于商务出行来说，也是蛮划算的'],196,1,0,2,0,0,0,0,0,1,0
1075,948547,['s4'],"['s4', 's5', 's5', 's5', 's4']","['设备设施', '很好', '环境卫生', '非常好', '服务质量', '非常好', '地理位置', '非常好', '性价比', '很好']","['酒店位置很好，出了将台地铁站，抬头就能看到酒店的招牌。酒店服务人员也很客气，服务挺到位的，就是感觉缺点热情。我定的是优选主题房，在网站看到照片的房间就不要指望了，价格不够是住不到的，感觉实际房间也照片相差太大，就是床头贴了一幅壁画，房间也很小。', '需要吐槽的是，去哪儿的广告营销有忽悠人的嫌疑，我定的是到店现付，然后返60元红包，去哪儿一直发短信告诉我们用新版APP预付可以省60元，看清楚是省60元，不是再省60元，但是事后能明白能抠字眼，可你当时不说明白总是让人误会，于是乎我就试了一试，当然为了防止一旦没房找麻烦，我是到了酒店确定有房才用APP预付的，一直等了10分钟左右酒店才收到信息确认，住完了一查，原来说好的60元红包没有了，原来是酱紫滴，现付返60元，预付省60元，另加10分钟等待，**这不一样吗？搭了时间等待不说还被酒店服务人员幸灾乐祸了一下，去哪儿，你下次能说清楚吗？要不你就别发些没用的概念模糊的短信，省点短信费吧。', '哦，对了，还忘记说了，预付的时候用支付宝就不能用账户余额。']",458,1,0,3,0,0,2,0,0,0,2
1076,1552686,['s5'],"['s4', 's4', 's5', 's5']","['卫生', '很好', '服务', '很好', '风格', '非常好', '安全', '非常好']","['1.首先让人感觉干净，整洁。设备齐全。', '2.令我比较惊奇的是，有两把椅子和一张小茶几。如果私人小聚的话，打扑克牌是一点问题没有。关键是椅子的高度与床一样，也不存在谁偷看谁牌的问题啦。', '3.有衣帽架。', '4.有电脑，免费wifi。']",126,0,0,1,0,0,0,0,0,1,0
1077,1327880,['s5'],"['s5', 's5', 's5', 's5']","['卫生', '非常好', '服务', '非常好', '风格', '非常好', '安全', '非常好']",['这次来水镇，入住的房间真是特别好，从这软件预订的，必须给好评，第一次来这里感觉陌生，服务人员小帅哥很详细的介绍了我们该怎么游玩，晚上夜景很美，非常贴心的给我们送到电梯，里边的布置很细心，很惊喜的发现抽屉里边还有驱蚊片，阳台上边可以吃吃水果看看外边的风景。住的也很满意，装修的这种风格也很喜欢，推荐了朋友也来这里住不错的选择。棒棒哒。对了还有他们早饭很丰盛。没有像别的酒店敷衍了事。'],194,0,1,1,0,0,1,1,0,0,0
1078,806587,['s5'],"['s5', 's5', 's5', 's3']","['卫生', '非常好', '服务', '非常好', '安全', '非常好', '风格', '一般']",['地铁站下还需走一段路 门口很小不显眼 房間半低下室 电视节目少 其它OK'],40,2,0,2,2,2,0,0,0,0,0
1079,1319775,['s5'],"['s5', 's5', 's5', 's5']","['卫生', '非常好', '服务', '非常好', '风格', '非常好', '安全', '非常好']","['温馨的活动大厅', '床铺', '每人有自己的独立储存柜', '洗漱间']",39,0,2,2,0,1,0,0,0,0,0
1080,1324666,['s5'],"['s5', 's5', 's5', 's5']","['卫生', '非常好', '服务', '非常好', '风格', '非常好', '安全', '非常好']","['整体感觉特别好，特别靠谱， 管家服务态度很好，而且颜值特别高。 特别靠谱。', '下次还会再来。']",52,0,0,1,0,0,1,0,0,0,0
1081,1322386,['s5'],"['s5', 's5', 's5', 's5']","['卫生', '非常好', '服务', '非常好', '风格', '非常好', '安全', '非常好']",['酒店非常好找，保安也会帮我开门禁，停车场位子充足，进房后感觉非常的温馨，颜色搭配很赞也很温馨，各处小摆设我都想给拿回家去哈哈。总而言之性价比超超超超高！'],80,0,0,1,0,0,1,1,0,0,1
1082,1443219,['s5'],"['s5', 's5', 's5', 's5']","['卫生', '非常好', '服务', '非常好', '风格', '非常好', '安全', '非常好']",['非常干净，安静，特别适合休息。房子虽然不大，但布局紧凑合理，居然还有小小的窗户。整体宾馆布置得非常典雅浪漫。前台态度也非常好，让人有回家的感受。安全系数比较高，进出都要刷卡。非常满意，还想再续住几天。离地铁站也比较近，走不了多远会拐到胡同里，曲径通幽，在胡同尽头，可以看到厂桥小学。对于平时休息睡眠都不太踏实的我，这一次居然一觉睡到了八点多。而且周边毗邻生活区，吃饭购物，各方面都挺方便，实惠。总之，各方面都很满意，以后再来，这里是我的首选之地。'],227,1,0,2,0,0,1,1,1,1,0
1083,1482017,['s5'],"['s5', 's5', 's4', 's3']","['服务', '非常好', '位置', '非常好', '设施', '很好', '早餐', '一般']",['酒店环境很好，园林式，在里面散步很舒服。住房调成靠里面的，到时晚上友谊宫门前有施工，有点吵，早上被风机的声音吵醒，问了前台，一楼是餐厅。总体不错，但是我睡眠差要求很高，还是换了房。早餐真心不咋的，样式太少。'],107,0,3,2,0,1,0,0,0,0,0
